ID,City,District,Neighborhood,Condition,Type,Rooms,Area_m2,Lift,Views,Floor_number,Price,Latitude,Longitude
2589,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,5,154,Yes,Exterior,Floor 4,590000,41.3948,2.1693
2590,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,4,74,Yes,Interior,Floor 5,205000,41.4201,2.1851
2591,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,5,150,Yes,Exterior,Floor 1,585000,41.3986,2.1253
2592,Barcelona,Horta-Guinardó,El Baix Guinardó,Needs Refurb,Flat,4,155,Yes,Exterior,Floor 1,400000,41.41144,2.16865
2593,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,6,274,Yes,Exterior,Floor 2,1190000,41.3913,2.1397
2594,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Flat,4,85,Yes,Interior,Mezzanine,330000,41.3833,2.15
2595,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,4,101,Yes,Exterior,Floor 6,365000,41.3788,2.1629
2596,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,3,86,No,Exterior,Floor 3,350000,41.38339,2.17691
2597,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,1,71,Yes,Interior,Mezzanine,189000,41.3835,2.1487
2598,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,2,44,Yes,Interior,Floor 1,185000,41.3835,2.1487
2599,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Flat,3,60,Yes,Exterior,Floor 3,249000,41.3833,2.15
2600,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,1,30,No,Exterior,Floor 3,115000,41.3845,2.1815
2601,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,111,Yes,Exterior,Floor 3,422500,41.3913,2.1397
2602,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,3,50,Yes,Exterior,Floor 2,225000,41.4036,2.1996
2603,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Penthouse,3,121,Yes,Exterior,Floor 7,790000,41.3948,2.1693
2604,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,4,140,Yes,Exterior,Floor 1,545000,41.386,2.157
2605,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,100,Yes,Exterior,Floor 1,430000,41.3747,2.1603
2606,Barcelona,Sant Andreu,El Bon Pastor,Needs Refurb,Flat,3,75,Yes,Exterior,Floor 1,120000,41.43598,2.20513
2607,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,3,65,Yes,Exterior,Floor 7,395000,41.3903,2.1078
2608,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,6,338,Yes,Exterior,Floor 1,1060000,41.3948,2.1693
2609,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Flat,1,42,No,Interior,Ground Floor,125000,41.3833,2.15
2610,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,174,Yes,Exterior,Floor 4,680000,41.3913,2.1397
2611,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Penthouse,3,59,No,Exterior,Floor 3,178500,41.3809,2.169
2612,Barcelona,Horta-Guinardó,El Baix Guinardó,Needs Refurb,Flat,4,95,Yes,Exterior,Floor 4,340000,41.41144,2.16865
2613,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,3,170,Yes,Exterior,Floor 2,980000,41.3913,2.1397
2614,Barcelona,Eixample,El Fort Pienc,Needs Refurb,Flat,4,100,Yes,Exterior,Floor 1,325000,41.3985,2.1802
2615,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,4,88,No,Exterior,Floor 5,425000,41.386,2.157
2616,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,3,73,No,Exterior,Mezzanine,554000,41.3913,2.1397
2617,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Needs Refurb,Flat,4,95,Yes,Exterior,Floor 3,368600,41.4063,2.165
2618,Barcelona,Nou Barris,Porta,Needs Refurb,Flat,4,75,Yes,Interior,Floor 2,190000,41.4341,2.1716
2619,Barcelona,Nou Barris,Porta,Needs Refurb,Flat,2,50,Yes,Exterior,Floor 4,149000,41.4341,2.1716
2620,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,2,43,No,Exterior,Floor 5,179000,41.3835,2.1487
2621,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Needs Refurb,Flat,2,51,Yes,Exterior,Floor 1,249000,41.412,2.1825
2622,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,5,160,Yes,Exterior,Floor 3,619000,41.386,2.157
2623,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Penthouse,2,130,Yes,Exterior,Floor 7,620000,41.3948,2.1693
2624,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Penthouse,3,130,Yes,Exterior,Floor 7,650000,41.3948,2.1693
2625,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Penthouse,2,190,Yes,Exterior,Floor 8,650000,41.3948,2.1693
2626,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,4,93,Yes,Exterior,Floor 4,330000,41.3747,2.1603
2627,Barcelona,Sant Martí,La Verneda I La Pau,Needs Refurb,Flat,3,60,Yes,Exterior,Floor 16,180000,41.424,2.203
2628,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,2,90,Yes,Exterior,Floor 3,288000,41.3747,2.1603
2629,Barcelona,Sant Andreu,Sant Andreu,Needs Refurb,Flat,3,66,Yes,Exterior,Floor 2,195000,41.4354,2.1898
2630,Barcelona,Horta-Guinardó,El Guinardó,Needs Refurb,Flat,4,98,Yes,Interior,Floor 2,245000,41.4195,2.1686
2631,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,1,60,Yes,Interior,Mezzanine,260000,41.3835,2.1487
2632,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Needs Refurb,Flat,3,110,Yes,Exterior,Floor 2,370000,41.4063,2.165
2633,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Penthouse,5,230,Yes,Exterior,Floor 8,1150000,41.4032,2.1569
2634,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Penthouse,5,231,Yes,Exterior,Floor 8,1150000,41.4072,2.145
2635,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Duplex,7,300,Yes,Exterior,Floor 2,1000000,41.3913,2.1397
2636,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,3,100,Yes,Exterior,Floor 2,450000,41.3913,2.1397
2637,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,3,49,Yes,Exterior,Ground Floor,155000,41.4036,2.1996
2638,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Needs Refurb,Flat,4,88,Yes,Exterior,Floor 3,300000,41.412,2.1825
2639,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Needs Refurb,Flat,4,120,Yes,Exterior,Floor 4,370000,41.3986,2.1903
2640,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Needs Refurb,Duplex,2,69,Yes,Exterior,Floor 2,220000,41.4098,2.2164
2641,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,100,Yes,Exterior,Floor 2,375000,41.3913,2.1397
2642,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,3,75,No,Exterior,Floor 2,279000,41.4036,2.1996
2643,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,Needs Refurb,Flat,4,134,Yes,Exterior,Floor 2,675000,41.39,2.2
2644,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,3,148,Yes,Exterior,Floor 1,718500,41.3903,2.1078
2645,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Needs Refurb,Flat,4,132,Yes,Exterior,Ground Floor,330000,41.4063,2.165
2646,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,2,141,Yes,Exterior,Floor 5,597500,41.386,2.157
2647,Barcelona,Sant Martí,El Poblenou,Needs Refurb,Flat,3,69,Yes,Exterior,Floor 2,300000,41.4036,2.1996
2648,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,3,95,Yes,Exterior,Ground Floor,395000,41.3903,2.1078
2649,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Penthouse,2,73,No,Exterior,Floor 5,199000,41.3809,2.169
2650,Barcelona,Horta-Guinardó,Sant Genís Dels Agudells,Needs Refurb,Detached,10,297,No,Exterior,Multiple,795000,41.4254,2.1302
2651,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Penthouse,4,185,Yes,Exterior,Floor 6,1390000,41.3913,2.1397
2652,Barcelona,Horta-Guinardó,El Carmel,Needs Refurb,Detached,4,140,No,Exterior,Multiple,520000,41.4256,2.15496
2653,Barcelona,Gràcia,El Coll,Needs Refurb,Detached,4,294,No,Exterior,Multiple,1800000,41.4175,2.151
2654,Barcelona,Horta-Guinardó,La Font D'En Fargues,Needs Refurb,Detached,6,224,No,Exterior,Multiple,720000,41.4244,2.1655
2655,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,3,83,Yes,Exterior,Floor 2,280000,41.4037,2.1735
2656,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,5,129,Yes,Exterior,Floor 4,475000,41.3948,2.1693
2657,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,174,Yes,Exterior,Mezzanine,900000,41.3913,2.1397
2658,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,120,Yes,Exterior,Floor 1,415000,41.3913,2.1397
2659,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,4,92,Yes,Exterior,Floor 2,395000,41.386,2.157
2660,Barcelona,Sant Martí,La Verneda I La Pau,Needs Refurb,Flat,3,91,Yes,Exterior,Floor 5,189000,41.424,2.203
2661,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,1,43,Yes,Exterior,Floor 2,245000,41.3986,2.1253
2662,Barcelona,Ciutat Vella,La Barceloneta,Needs Refurb,Flat,2,35,No,Exterior,Floor 5,160000,41.3809,2.1894
2663,Barcelona,Eixample,El Fort Pienc,Needs Refurb,Flat,3,75,Yes,Exterior,Mezzanine,180000,41.3985,2.1802
2664,Barcelona,Sant Andreu,Sant Andreu,Needs Refurb,Flat,3,66,Yes,Exterior,Floor 1,195000,41.4354,2.1898
2665,Barcelona,Sants-Montjuïc,La Marina De Port,Needs Refurb,Flat,4,90,Yes,Exterior,Floor 5,225000,41.36,2.1399
2666,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,3,59,Yes,Interior,Floor 5,140000,41.3809,2.169
2667,Barcelona,Les Corts,Les Corts,Needs Refurb,Penthouse,3,101,Yes,Exterior,Floor 7,450000,41.384,2.134
2668,Barcelona,Gràcia,Vallcarca I Els Penitents,Needs Refurb,Flat,1,62,No,Exterior,Ground Floor,210000,41.407,2.141
2669,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,House,7,566,No,Exterior,Multiple,2900000,41.3913,2.1397
2670,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,1,51,No,Exterior,Floor 3,150000,41.3809,2.169
2671,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Needs Refurb,Flat,3,88,Yes,Exterior,Floor 7,320000,41.412,2.1825
2672,Barcelona,Sants-Montjuïc,La Bordeta,Needs Refurb,Flat,3,74,Yes,Exterior,Floor 1,225000,41.3739,2.1438
2673,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,4,125,Yes,Exterior,Floor 3,598000,41.386,2.157
2674,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,3,93,Yes,Exterior,Floor 4,540000,41.4037,2.1735
2675,Barcelona,Les Corts,Les Corts,Needs Refurb,Flat,2,80,Yes,Exterior,Floor 4,295000,41.384,2.134
2676,Barcelona,Horta-Guinardó,El Carmel,Needs Refurb,Flat,3,60,No,Exterior,Floor 2,135000,41.4256,2.15496
2677,Barcelona,Horta-Guinardó,El Baix Guinardó,Needs Refurb,Flat,5,124,Yes,Exterior,Floor 4,375000,41.41144,2.16865
2678,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,1,52,Yes,Exterior,Floor 1,295000,41.4032,2.1569
2679,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,2,158,No,Exterior,Floor 2,560000,41.38339,2.17691
2680,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Needs Refurb,Flat,4,79,Yes,Exterior,Floor 4,195000,41.4098,2.2164
2681,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Penthouse,4,329,Yes,Exterior,Floor 8,1350000,41.3913,2.1397
2682,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,3,122,Yes,Exterior,Floor 1,475000,41.4037,2.1735
2683,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,10,262,Yes,Exterior,Floor 4,978000,41.3948,2.1693
2684,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,3,81,Yes,Exterior,Floor 2,299000,41.3835,2.1487
2685,Barcelona,Les Corts,Les Corts,Needs Refurb,Flat,3,86,Yes,Exterior,Floor 2,310000,41.384,2.134
2686,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,3,130,Yes,Exterior,Floor 3,520000,41.3948,2.1693
2687,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,2,95,No,Exterior,Floor 4,370000,41.4032,2.1569
2688,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Needs Refurb,Flat,3,121,Yes,Exterior,Floor 2,550000,41.3978,2.1353
2689,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,5,160,Yes,Exterior,Floor 3,650000,41.3913,2.1397
2690,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,5,158,Yes,Exterior,Floor 1,530000,41.386,2.157
2691,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Needs Refurb,Flat,4,85,Yes,Exterior,Floor 2,320000,41.4063,2.165
2692,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Needs Refurb,Flat,4,85,Yes,Exterior,Floor 2,319000,41.4063,2.165
2693,Barcelona,Gràcia,Vallcarca I Els Penitents,Needs Refurb,Flat,4,92,Yes,Exterior,Mezzanine,390000,41.407,2.141
2694,Barcelona,Horta-Guinardó,El Baix Guinardó,Needs Refurb,Flat,3,85,Yes,Exterior,Floor 2,319000,41.41144,2.16865
2695,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Needs Refurb,Penthouse,2,107,Yes,Exterior,Floor 9,650000,41.4063,2.165
2696,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,3,56,Yes,Exterior,Floor 3,194000,41.4037,2.1735
2697,Barcelona,Sants-Montjuïc,Sants,Needs Refurb,Flat,4,127,Yes,Exterior,Floor 7,540000,41.3833,2.15
2698,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Needs Refurb,Flat,5,285,Yes,Exterior,Floor 1,1260000,41.394,2.13
2699,Barcelona,Horta-Guinardó,Sant Genís Dels Agudells,Needs Refurb,Flat,2,42,No,Exterior,Ground Floor,79000,41.4254,2.1302
2700,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,3,77,No,Exterior,Floor 3,195000,41.3809,2.169
2701,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,4,185,Yes,Exterior,Floor 2,365000,41.3788,2.1629
2702,Barcelona,Les Corts,La Maternitat I Sant Ramon,Needs Refurb,Flat,4,78,Yes,Interior,Floor 6,219000,41.3782,2.1211
2703,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,125,Yes,Exterior,Floor 2,495000,41.3913,2.1397
2704,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,5,165,Yes,Exterior,Floor 3,655000,41.4072,2.145
2705,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,3,108,Yes,Exterior,Floor 3,409000,41.386,2.157
2706,Barcelona,Eixample,El Fort Pienc,Needs Refurb,Flat,5,157,Yes,Exterior,Floor 4,530000,41.3985,2.1802
2707,Barcelona,Les Corts,Les Corts,Needs Refurb,Flat,3,80,Yes,Exterior,Floor 3,395000,41.384,2.134
2708,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,3,180,Yes,Exterior,Mezzanine,1200000,41.3948,2.1693
2709,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,3,70,Yes,Exterior,Floor 3,360000,41.3903,2.1078
2710,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,3,70,Yes,Exterior,Floor 6,255000,41.4037,2.1735
2711,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,2,70,No,Exterior,Floor 1,239000,41.4032,2.1569
2712,Barcelona,Eixample,Sant Antoni,Needs Refurb,Flat,2,56,Yes,Interior,Floor 5,209000,41.3788,2.1629
2713,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,5,155,Yes,Exterior,Floor 5,595000,41.3835,2.1487
2714,Barcelona,Gràcia,La Salut,Needs Refurb,Flat,3,78,Yes,Exterior,Ground Floor,255000,41.414,2.158
2715,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,Needs Refurb,Terraced,4,137,No,Exterior,Multiple,265000,41.4286,2.1741
2716,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,2,58,Yes,Interior,Mezzanine,205000,41.386,2.157
2717,Barcelona,Sant Martí,Provençals Del Poblenou,Needs Refurb,Flat,3,74,Yes,Exterior,Floor 1,233000,41.4078,2.204
2718,Barcelona,Sant Andreu,Navas,Needs Refurb,Flat,3,79,Yes,Interior,Floor 3,219000,41.418,2.185
2719,Barcelona,Sant Martí,El Clot,Needs Refurb,Flat,4,96,Yes,Interior,Floor 2,325000,41.40995,2.19082
2720,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,2,114,Yes,Exterior,Floor 8,500000,41.4072,2.145
2721,Barcelona,Ciutat Vella,El Raval,Needs Refurb,Flat,5,100,Yes,Exterior,Floor 4,358000,41.3809,2.169
2722,Barcelona,Les Corts,Les Corts,Needs Refurb,Flat,6,289,Yes,Exterior,Floor 2,1200000,41.384,2.134
2723,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Needs Refurb,Flat,4,88,Yes,Exterior,Floor 5,350000,41.4063,2.165
2724,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,3,69,Yes,Exterior,Floor 2,340000,41.386,2.157
2725,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,3,93,No,Exterior,Floor 1,375000,41.3986,2.1253
2726,Barcelona,Les Corts,Pedralbes,Needs Refurb,House,7,716,No,Exterior,Multiple,3390000,41.3903,2.1078
2727,Barcelona,Sants-Montjuïc,La Bordeta,Needs Refurb,Flat,4,97,Yes,Exterior,Floor 6,340000,41.3739,2.1438
2728,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,5,145,Yes,Exterior,Floor 1,1220000,41.3903,2.1078
2729,Barcelona,Sants-Montjuïc,Sants - Badal,Needs Refurb,Flat,3,120,Yes,Exterior,Floor 6,463000,41.3718,2.1227
2730,Barcelona,Les Corts,Pedralbes,Needs Refurb,Flat,5,227,No,Exterior,Ground Floor,1095000,41.3903,2.1078
2731,Barcelona,Horta-Guinardó,El Carmel,Needs Refurb,Flat,3,55,No,Exterior,Mezzanine,130000,41.4256,2.15496
2732,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,3,143,Yes,Exterior,Floor 1,900000,41.3913,2.1397
2733,Barcelona,Sarrià-Sant Gervasi,Sarrià,Needs Refurb,Flat,7,319,Yes,Exterior,Floor 1,1350000,41.3986,2.1253
2734,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,4,196,Yes,Exterior,Floor 1,595000,41.4032,2.1569
2735,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Needs Refurb,Flat,3,121,Yes,Exterior,Floor 1,562000,41.3978,2.1353
2736,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,5,106,Yes,Exterior,Floor 2,370000,41.3835,2.1487
2737,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Needs Refurb,Flat,5,246,Yes,Exterior,Floor 1,990000,41.3978,2.1353
2738,Barcelona,Sant Andreu,Sant Andreu,Needs Refurb,Flat,3,70,Yes,Exterior,Floor 3,199000,41.4354,2.1898
2739,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,2,39,No,Exterior,Floor 4,130000,41.3845,2.1815
2740,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Penthouse,2,93,Yes,Exterior,Floor 7,450000,41.3948,2.1693
2741,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,3,120,Yes,Exterior,Floor 7,445000,41.4072,2.145
2742,Barcelona,Sant Andreu,La Sagrera,Needs Refurb,Flat,4,102,Yes,Exterior,Floor 7,255000,41.4201,2.1851
2743,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Penthouse,2,87,Yes,Exterior,Floor 7,299000,41.3747,2.1603
2744,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,2,47,Yes,Exterior,Floor 4,210000,41.4037,2.1735
2745,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,2,47,Yes,Exterior,Floor 3,210000,41.4037,2.1735
2746,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,3,110,No,Interior,Ground Floor,250000,41.3835,2.1487
2747,Barcelona,Sants-Montjuïc,Hostafrancs,Needs Refurb,Flat,2,83,Yes,Exterior,Mezzanine,255000,41.3753,2.1436
2748,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,72,Yes,Exterior,Floor 3,260000,41.3747,2.1603
2749,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Penthouse,3,120,Yes,Exterior,Floor 6,495000,41.4072,2.145
2750,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,4,88,Yes,Exterior,Floor 1,375000,41.4032,2.1569
2751,Barcelona,Les Corts,Pedralbes,Needs Refurb,Penthouse,3,76,Yes,Exterior,Floor 10,430000,41.3903,2.1078
2752,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,2,74,No,Exterior,Floor 2,325000,41.4032,2.1569
2753,Barcelona,Gràcia,La Vila De Gràcia,Needs Refurb,Flat,3,69,Yes,Exterior,Floor 2,240000,41.4032,2.1569
2754,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Needs Refurb,Flat,5,258,Yes,Exterior,Floor 2,1050000,41.3978,2.1353
2755,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Needs Refurb,Flat,2,81,No,Interior,Floor 5,490000,41.386,2.157
2756,Barcelona,Gràcia,Vallcarca I Els Penitents,Needs Refurb,Flat,3,72,Yes,Exterior,Floor 2,265000,41.407,2.141
2757,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Needs Refurb,Detached,10,690,No,Exterior,Multiple,3950000,41.3978,2.1353
2758,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,2,55,No,Exterior,Floor 3,155000,41.3845,2.1815
2759,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Penthouse,3,70,Yes,Exterior,Floor 8,365000,41.3948,2.1693
2760,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,4,90,No,Exterior,Floor 2,239000,41.4037,2.1735
2761,Barcelona,Sants-Montjuïc,Hostafrancs,Needs Refurb,Flat,3,64,Yes,Exterior,Floor 2,220000,41.3753,2.1436
2762,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Needs Refurb,Flat,3,58,No,Exterior,Floor 3,140000,41.3845,2.1815
2763,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,3,129,Yes,Exterior,Floor 2,599000,41.3948,2.1693
2764,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,4,120,Yes,Exterior,Floor 3,595000,41.3913,2.1397
2765,Barcelona,Ciutat Vella,El Barri Gòtic,Needs Refurb,Flat,4,114,No,Exterior,Floor 3,335000,41.38339,2.17691
2766,Barcelona,Les Corts,La Maternitat I Sant Ramon,Needs Refurb,Flat,4,95,Yes,Exterior,Floor 3,430000,41.3782,2.1211
2767,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,4,117,Yes,Exterior,Floor 1,410000,41.3948,2.1693
2768,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,4,134,No,Exterior,Floor 2,395000,41.4037,2.1735
2769,Barcelona,Nou Barris,La Trinitat Nova,Needs Refurb,Penthouse,2,76,No,Exterior,Floor 4,125000,41.443,2.177
2770,Barcelona,Les Corts,Les Corts,Needs Refurb,Flat,4,125,Yes,Interior,Floor 6,550000,41.384,2.134
2771,Barcelona,Eixample,La Dreta De L'Eixample,Needs Refurb,Flat,7,228,Yes,Exterior,Floor 2,2200000,41.3948,2.1693
2772,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Needs Refurb,Flat,6,200,Yes,Exterior,Floor 3,710000,41.3835,2.1487
2773,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Needs Refurb,Flat,3,150,Yes,Exterior,Floor 1,550000,41.3913,2.1397
2774,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,5,150,Yes,Exterior,Floor 1,410000,41.4072,2.145
2775,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Needs Refurb,Flat,3,64,Yes,Exterior,Floor 2,190000,41.3747,2.1603
2776,Barcelona,Eixample,La Sagrada Família,Needs Refurb,Flat,4,140,Yes,Exterior,Floor 2,550000,41.4037,2.1735
2777,Barcelona,Horta-Guinardó,La Font D'En Fargues,Needs Refurb,Flat,3,145,No,Exterior,Ground Floor,259000,41.4244,2.1655
2778,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Needs Refurb,Flat,3,90,Yes,Exterior,Floor 4,410000,41.4072,2.145
